Unique ID,Response Duration,Q16A. What is the most important thing you LIKE about the shown concept}?     This can include anything you would want kept for sure or aspects that might drive you to buy or try it…       Please type a detailed response in the space below,"Q16B. What is the most important thing you DISLIKE about the shown concept}?    This can include general concerns, annoyances, or any aspects of the product that need fixed for this to be more appealing to you...     Please type a detailed response in the space below.","Q18_1 What specific product that you are currently using would the shown product replace?
 Please type in ONE specific brand or product per space provided.","Q18_2 What specific product that you are currently using would the shown concept replace?
 Please type in ONE specific brand or product per space provided.","Q18_3 What specific product that you are currently using would the shown concept replace?
 Please type in ONE specific brand or product per space provided.",OE_Quality_Flag
409,12.0,Everything,Unanswered,Unanswered,Unanswered,Unanswered,0
410,18.0,Indifferent,It looks like urine in a bottle.,Coors light,Tecate,Dos equis,0
411,7.0,Extra light beer. It's unusual,Nothing,Unanswered,Unanswered,Unanswered,0
412,26.0,I imagine it tastes really good.,It has a very low ABV,Smirnoff,Coors Light,Budweiser,0
414,25.0,Tastes great,none,Unanswered,Unanswered,Unanswered,0
416,11.0,It is low in calories.,It would taste too watery.,Unanswered,Unanswered,Unanswered,0
417,7.0,The packaging is nice,Nothing,Bud light,Wine,Seltzers,0
418,7.0,Nothing,Nothing,Unanswered,Unanswered,Unanswered,0
421,23.0,I like he drink and want to try this one.,nothing,Cooler Light,Budwiser,Light Beer,0
422,11.0,The packaging is nice,I don’t like the brand itself. I don’t honk it’s a beer for me.,Unanswered,Unanswered,Unanswered,0
424,7.0,It's organic.,It seems very light and not very bold in taste.,Stella Artois,Dos Equis,Budweiser,0
425,7.0,I like the extra emphasis they put on the quality,Nothing,Bud light,Unanswered,Unanswered,0
426,10.0,Good quality and good for you,"nothing, like it all",budweiser,Unanswered,n/s,0
427,9.0,price,not applicable,Unanswered,Unanswered,Unanswered,0
428,24.0,that its organic,the color,Unanswered,Unanswered,Unanswered,0
429,9.0,I don't like it,I don't like the flavor,Unanswered,Unanswered,Unanswered,0
431,12.0,It taste ok,Its not harsh,Unanswered,Unanswered,Unanswered,0
432,22.0,Low carb ultra light great taste Michelob,Nothing about it at all,Budweiser,Miller,Heineken,0
433,24.0,That it is lightweight.,Nothing really.,Unanswered,Unanswered,Unanswered,0
434,9.0,The taste of it,Nothing,Coors light,Budweiser,Heineken,0
435,10.0,I like the fact that it has homegrown ingredients,Nothing,Corona,Coors,Buds light,0
436,11.0,Low calorie,Nothing I dislike,Coors,Miller,Budweiser,1
437,6.0,Very good quality description,No issues with it,Good,Awesome,Fine,0
438,7.0,I do like Michelob,not all that interested in the low alchohol.,Unanswered,Unanswered,Unanswered,0
439,7.0,its ok,na,heineken,modelo,coors,0
440,38.0,It's light and organic,The alcohol percentage,Unanswered,Unanswered,Unanswered,0
442,7.0,"It has American made ingredients, it is low calorie and low carb",Nothing,Michelob Ultra,Coors Light,Modelo,0
443,6.0,"I like the colors and the flavors that it claims to bring, if only it was more popular among my friends...",I dont like the popularity factor to be totally honest,Unanswered,Unanswered,Unanswered,0
444,7.0,The taste,I don't dislike anything,Unanswered,Unanswered,Unanswered,0
448,27.0,parece que es muy ligera y con un sabor muy suave,el precio. resulta  muy cara,Unanswered,Unanswered,Unanswered,0
451,15.0,"I would try to see how it tastes,it's organic",Might not taste like other beers,Unanswered,Unanswered,Unanswered,1
452,16.0,Like the taste,No comment,Chips,Cracker,Liquor,0
454,14.0,I personally don't like light beer so nothing really about it is appealing to me,I don't like the fact that it's a light beer.,Unanswered,Unanswered,Unanswered,1
455,11.0,very good description,no opinion,quality,value,good,1
458,9.0,I very much like the buzz from it,Its too watery,Coors light,Mich lite,Bud,0
459,33.0,The fact that it's a light beer might make me buy it,I like Michelob but not like alottt,Unanswered,Unanswered,Unanswered,0
460,5.0,Beer looks real appealing,Nothing really,Unanswered,Unanswered,Unanswered,0
461,7.0,nothing,Michelob taste nasty,Unanswered,Unanswered,Unanswered,0
462,15.0,Taste,Nothing,Unanswered,Unanswered,Unanswered,0
464,15.0,The color of the beer and the labeling,Im not sure since I haven't tried it yet,Bud light,Corona,Coors,0
466,9.0,The taste and the lightness,Nothing,Budweiser,Bud light,Heineken 0,0
468,11.0,It's ok,The taste,Budweiser,Cornis,Budweiser,0
471,10.0,low calories,the color of the label is the same color of the beer,michelob ultra,natural lite,budlight,0
473,17.0,Modern product user friendly,Nothing,Budweiser,Coors,Bud light,0
474,9.0,The packaging is very fancy and appealing,Looks like an ultra light beer,Unanswered,Unanswered,Unanswered,0
475,10.0,Low in carb,Labeling,Miller light,White claw,Twisted tea,1
476,15.0,Never tried,Never tryed,Unanswered,Unanswered,Unanswered,0
478,11.0,I like that Michelob has a light taste to it no matter if it's a full tasting beer or not it actually is a nice tasting beer.,It lacks a lot of flavor.,Unanswered,Unanswered,Unanswered,0
480,11.0,I have never tried it so only thing I can see I like the way it looks,Again I'll tell you I have never tried it never tasted it so I can't say I dislike anything at this moment,Nothing,Nothing,Nothing,0
482,56.0,"What I like the most is the low carbs, low calories and the good taste",There's nothing that I dislike,Michelob ultra,Bud light,Heineken,0
483,12.0,Natural taste,Nothing I can think of,Unanswered,Unanswered,Unanswered,0
484,5.0,It's great brand,Unanswered,Modelo,Busch,Unanswered,0
485,11.0,Low calories,Didn’t show the ingredients,Coronita,Budlite,Stella,0
486,6.0,Love it,Love it,Light,Beer,Wine,0
488,12.0,The only way I could see,The only way I could see that,Good,Mane,Loo,0
489,8.0,Just the taste and the name.,The price of a pack of beer.,Budweiser,Ultra,Keystone,0
490,7.0,meets my needs,nothing comes to mind,bud light,ship yard,reds,1
493,7.0,Smooth and elegant taste.,The pricing,Unanswered,Unanswered,Unanswered,0
494,13.0,Crisp refreshing taste,Less alcohol,Michelob,Bud light,Keystone light,1
495,10.0,No Comment,No Comment,Unanswered,Unanswered,Unanswered,0
496,13.0,The packaging,Nothing,Unanswered,Unanswered,Unanswered,0
497,11.0,The price,The taste,Unanswered,Unanswered,Unanswered,0
498,10.0,It's beer,Everything,Non alcoholic beer,Water,Soda,0
500,17.0,It's Michelob. Cant go wrong.,"The light lager. To me , i like it dark",Miller light,Corona light,Busch light,0
503,10.0,Organic,Michelob is not my favorite brand,Unanswered,Unanswered,Unanswered,1
504,15.0,nothing,nothing,nothing,nothing,nothing,0
505,14.0,I love the label and overall appearance. I don't take into consideration calories when I'm drinking but sometimes like a light beer taste.,I'm not usually a fan of light beers in general. I have to be in the mood for one. I would also like to see a slightly higher alcohol content and slightly lower price.,Unanswered,Unanswered,Unanswered,0
509,14.0,Packaging,Low alcohol percentage,Unanswered,Unanswered,Unanswered,0
510,48.0,high quality product,nothing,Unanswered,Unanswered,Unanswered,0
512,7.0,How light it is and how the logo and bottle looks,Nothing,Busch,Michelob light,Heineken,0
514,9.0,Color and description.,Only thing I dislike is the price .,Unanswered,Unanswered,Unanswered,0
515,9.0,"It is nice flavor, fit and Unique",Nothing because I like a lot,Heinken,Bud Light,Bud Wisher,0
516,9.0,The new taste that it has is great,None I like the whole product,Corona,Modelo,Bud,0
517,12.0,Only that it's Michelob,That it's organic,Unanswered,Unanswered,Unanswered,0
518,7.0,the taste quality,there is nothing to dislike,slella,corona extra,modelo,0
520,7.0,love the overall taste of product,no dislikes overall would purchase,Unanswered,Unanswered,Unanswered,0
521,12.0,it looks like it would be a good beer. never had it but would definitely give it a try,no opinion yet,budweiser,busch,budlight,0
522,11.0,It looks really refreshing and light,Nothing,Bud Light,Budweiser,Coors Light,0
523,15.0,I like the way it looks in a bottle,Nothing but skeptical about the taste,Unanswered,Unanswered,Unanswered,0
525,29.0,"I love Michelob ULTRA Pure Gold for its organic ingredients and light, refreshing taste. It's perfect for a healthy lifestyle while still being flavorful.",It is a bit expensive than other light lagers. I also wish it had a stronger flavor profile.,Unanswered,Unanswered,Unanswered,0
528,18.0,I don’t like it,It’s just nothing great about it I don’t drink many light beers,Unanswered,Unanswered,Unanswered,1
529,8.0,is good,nothing,dont know,dont know,dont know,0
530,5.0,Looks like it has a strong flavor,The color looks like it might make me sick,Unanswered,Unanswered,Unanswered,0
532,40.0,I like te packages and the style of the bottle,The package and the bottle style,Color,Ingredients,Alcohol,0
533,10.0,its not bloating,taste too much like water,Unanswered,Unanswered,Unanswered,0
536,14.0,That it’s light,It might be too light,Unanswered,Unanswered,Unanswered,0
537,7.0,It's Michelob it tastes good,Nothing,Coors,Bud ice,Liquor,0
540,10.0,It looks like a good tasting beer,Nothing at all,Corona Light,Red wine,Coors Light,0
541,7.0,Nothing,The price,Unanswered,Unanswered,Unanswered,0
542,14.0,I like the packaging and it looks like it has good flavor,Nothing I dislike,Unanswered,Unanswered,Unanswered,0
545,16.0,I like the way it taste and makes me feel,I think they can be better,Coors light,Heineken,Bud light,0
546,26.0,It’s fine the way it is,Name too long and just a lil pricey $8.99 is more reasonable,Unanswered,Unanswered,Unanswered,0
547,8.0,Its crisp,The price,Michelob,Unanswered,Unanswered,0
548,34.0,that it is a light weight beer,there was absolutely nothing I disliked,Coors light,keystone,bud ice,0
549,14.0,Price,Taste,Unanswered,Unanswered,Unanswered,0
550,14.0,To be honest I would never even consider buying this brand,Looks too showy and comes across as a little pretentious,Unanswered,Unanswered,Unanswered,1
552,14.0,Nothing,Nothing,Soda,Tea,Coffee,0
553,22.0,"The most important thing I like about Michelob ULTRA Pure Gold is that it's a USDA Certified Organic light lager, which emphasizes natural ingredients and sustainability. The organic certification gives me confidence in the quality of the product, and the light, crisp taste makes it appealing as a healthier, refreshing option compared to other beers. This focus on health-conscious and eco-friendly brewing could drive me to try or buy it.",I dislike nothing about this,Coors Light,Budweiser,Hennesy,0
554,9.0,I like most about it for its commitment to quality and sustainability.,There is nothing to dislike.,Unanswered,Unanswered,Unanswered,0
556,32.0,I like that it is light on the alcohol and it has only 70 calories in one can or bottle.,I wish it came in a bigger package than 6 cans or bottles for 10.,Unanswered,Unanswered,Unanswered,0
557,35.0,The percentage of the beer,Nothing is unliked,Ultra,Miller,Budweiser,1
558,16.0,I like the flavor of this brand and it's new look.,It's very bitter.,Unanswered,Unanswered,Unanswered,0
560,10.0,Organic is a trendy verb right now I like the gold too,It’s pretty appealing already,Budweiser,Bud light,Dos equis,0
561,15.0,"i like the bottle, it is attractive",no dislikes,Budlight,miller lite,modelo,0
562,27.0,Gold is everything,Nothing. It was all good stuff,Unanswered,Unanswered,Unanswered,0
564,8.0,Good taste,It’s pricey,Natural light,Busch light,Miller light,0
565,11.0,That its made with American homegrown ingridients,I didnt dislike anything,Unanswered,Unanswered,Unanswered,0
566,13.0,The concept,Very interesting taste,Light,Ultra,Diet,0
568,19.0,Its quality is outstanding.,Its packaging could have been more premium.,Coors Light,Busch Light Beer,Michelob Ultra,0
569,6.0,Everything about it is good,Na,Corona,Heineken,Michelob,0
570,9.0,different unique seems tasty to try,nothing to diskike,Unanswered,Unanswered,Unanswered,0
571,10.0,The price and the taste isn't bad,Nothing,Unanswered,Unanswered,Unanswered,0
573,14.0,"The refreshing taste, and lower calorie count make it an enjoyable choice for those looking to savor a light lager without compromising their dietary goals, its emphasis on sustainability resonates well with environmentally conscious consumers.",There is nothing of dislike about it.,Unanswered,Unanswered,Unanswered,0
574,9.0,It was interesting and fascinating,Nothing,Modelo,Budweiser,Bud light,0
575,17.0,I like the flavor and texture of this product the most.,There is nothing about this product that I don't like.,Corona,Bud lite,Coors,0
576,17.0,"I like Michelob Ultra as it is, and it's being USDA Certified Organic appeals to me because I prefer organic.",Nothing.,Regular Michelob Ultra,Bud light,Water,0
577,27.0,Low calorie,I don't dislike anything,Lagunitas Hazy IPA,Whiskey,Truly,0
578,11.0,it is amazing,nothink,redpoll,pepsi,coca cola,0
579,8.0,Low in calories,Nothing that I didn't like,Unanswered,Unanswered,Unanswered,1
580,12.0,Not a fan but it's beer sometimes beggars can't be choosers,Ehhh,Unanswered,Unanswered,Unanswered,0
581,13.0,the lower calories,I dont prefer light lagers,Unanswered,Unanswered,Unanswered,0
582,5.0,It’s a cool brand of beer,I don’t dislike anything,Corona,Heineken,Coors,0
583,21.0,The design of the bottle,The taste,Unanswered,Unanswered,Unanswered,0
584,15.0,"The bottle is attractive.
The details description is amazing.",The product is generally likable with no evident negatives,Unanswered,Unanswered,Unanswered,0
587,5.0,I like the flavor of the regular one so maybe this one will bring out the fruity notes more,That it’s a light beer,Unanswered,Unanswered,Unanswered,0
589,7.0,I like the product test and quality very much.,Nothing to dislike anything,Corona Extra,Hineken,Bud Light,0
590,8.0,The crisp flavor the nice packaging in the overall brand itself,I did not dislike or find anything to be annoying or unappealing,Unanswered,Unanswered,Unanswered,0
593,34.0,I really like the bottle type.  This is what I would typically use in a beer.,I don't really like the flavor too much.  I usually like a bit of a darker taste.,Bud,Coors,Tecate,0
594,15.0,I personally like them because they give you a nice buzz but don't give you a bad hangover,What I dislike about it is that it's a little expensive but it's okay,Heineken,Ulta,Idont know,0
600,13.0,Well it is a beer.,There is less alcohol used to make it.,Unanswered,Unanswered,Unanswered,0
601,12.0,it is a domestic beer,its a michelob,Budweiser,coors light,Natural light,0
